,s1,s41,s42,s43,a0,a2,a301,a4,a501,a6,a7a,a7aa,a7b,a7c,a8a,a10,a10a,a11,a1299,a121,a122,a123,a124,a125,a126,a127,a128,a12a,a13,a14,a15,a16,a17,a18,a21,a281,a282,a283,a284,a285,a286,a3001,a3002,a3003,a3004,a3005,a3006,a3007,a3008,a3009,a3010,a3011,a3012,a311,a312,a313,a31a,a31b,a32,a35,a36,a431,a432,a433,a434,a58,a59a,a59c,a59e,a59f,a611,a612,a613,a614,a62,a63,a64,a65,a66,a6799,a6701,a6702,a6703,a6704,a6705,a6706,a6707,a6708,a67a,a681,a682,a68a,a69,a70,a71a,a71b,a72,a73,a74,a75a,a81,a82,a85,a89a,a89b,a89c,a89d,a90a,a90b,a90c,a90d,b1,b2,b3,b5,b6,b1001,b1002,b1003,b1004,b1005,b1006,b1007,b1008,b1009,b1010,b1011,b1012,b1013,b12,b161,b162,b163,b164,b165,b166,b167,b168,b169,a60k,b7,a371,a372,a373,a421,a422,a423,a425,a7b
40,1,4,7,14,2015/10/3 16:52,1,1952,1,1,1,4, ,4,1968,45000,1, ,84,0,0,0,0,0,0,0,0,1, ,174,140,3,5,4,5,1,5,2,1,5,2,1,1,5,1,1,4,4,4,2,1,4,5,5,3,5,4,7,6,1,4,4,4,4,4,7,5, , , , ,1,1,2,2,110000,3,3,1,2,0,1,0,0,0,0,0,0,0, ,1,0,0,3,1981,1951,1981,4,1,5,36000,5, , ,1909,2,1,1,1913,1,1,11,2,2,5,3,84000,3,3,-8,-8,4,4,3,4,3,3,-8,3,2,4,90,90,90,90,90,90,-2,90,-2,1,5,2,0,2,2,4,1,5,4
41,1,4,7,20,2015/9/27 15:33,1,1943,1,1,1,7, ,4,1964,28000,1, ,54,0,0,1,0,0,0,0,0,0, ,176,150,2,1,4,4,3,1,1,1,5,1,1,1,5,4,5,5,4,5,5,5,5,5,5,1,4,2, , ,1,4,2,1,1,1,1,5, , , , ,1,1,2,2,250000,4,2,1,2,0,1,0,0,0,0,0,0,0, ,1,0,0,3,1979,1952,1979,10,1,5,30000,5, , ,-2,1,1,2,-2,1,1,2,3,2,3,2,50000,5,5,5,4,5,3,3,3,2,3,3,4,3,1,60,30,20,20,30,60,60,70,50,1,3,1,1,0,2,1,2,4,4
42,1,4,7,14,2015/10/1 16:03,2,1956,1,1,1,3, ,3, ,16800,1, ,45,1,0,0,0,0,0,0,0,0, ,170,150,3,3,2,2,1,2,2,1,4,3,2,1,5,5,4,4,4,4,4,3,5,5,2,2,2,2,7,7,1,2,1,1,1,1,1,1,3,1,1,3,1,1,2,2,60000,3,1,0,2,0,1,0,0,0,0,0,0,0, ,1,1,0,3,1984,1956,1984,3,1,2,8000,5, , ,-2,2,1,2,1922,1,1,15,3,2,3,3,40000,4,4,4,4,4,4,4,-8,4,4,4,4,4,3,60,60,0,60,60,60,60,60,60, ,3,96,96,96,3,3,3,5,3
43,1,4,7,18,2015/10/3 18:29,1,1968,1,1,1,4, ,4,-2,20000,1, ,140,0,1,0,0,0,0,0,0,0, ,160,120,3,4,4,1,1,1,1,1,5,1,1,1,4,5,5,5,4,4,2,1,5,5,5,2,1,1,7,7,2,4,4,1,1,1,1,3, , , , ,1,2,2,2,20000,4,1,1,2,0,1,0,0,0,0,0,0,0, ,0,1,0,3,1987,1967,1987,3,1,1,0,4, , ,-2,1,1,2,-2,1,1,2,3,2,4,2,30000,5,5,5,5,5,4,4,5,4,4,3,5,4,5,80,80,60,70,50,70,60,70,80, ,3,1,0,1,4,4,4,1,4
44,1,4,7,21,2015/10/7 16:08,2,1966,1,1,1,6, ,4,1984,-3,1, ,30,0,0,0,0,0,0,0,0,1, ,168,120,3,3,3,5,1,4,4,2,4,3,3,1,5,3,1,5,4,5,5,5,5,5,2,2,4,1,7,7,1,1,4,1,1,1,1,1,3,30,1,3,1,1,2,2,-3,2,1,1,2,0,1,0,0,0,0,0,0,0, ,1,0,0,3,1990,1963,1990,6,1,4,-3,1,3,1,1940,3,1,1,1939,3,1,-8,2,2,3,1,70000,3,3,3,3,3,3,3,3,3,3,3,3,3,2,80,80,50,50,70,70,70,70,70, ,4,1,97,97,1,3,5,5,4
45,1,4,7,20,2015/10/10 15:03,2,1984,1,1,1,13, ,4,-3,-3,4,-2,25,0,0,0,0,0,0,0,0,1, ,170,100,5,5,5,2,3,2,2,2,3,4,1,3,3,3,3,4,4,3,1,2,5,5,1,4,4,3,7,4,6,2,4,6,4,7,4,1,3,6,1,3,1,1,2,2,-3,2,3,-3,-8,0,1,0,0,0,0,0,0,0, ,0,0, ,1, , , , , , , , , , ,-3,-8,-8,1,-3,-8,-8,15,2,2,3,3,200000,-8,4,-8,-8,5,3,3,4,4,4,-8,4,4,2,60,50,40,70,60,60,50,70,60, ,4,2,1,1,2,1,2,4,4
46,1,4,7,15,2015/10/6 14:23,1,1970,1,0,3,4, ,4,-2,30000,1, ,10,0,0,0,0,0,0,0,0,1, ,168,110,4,4,5,1,3,1,2,1,4,2,1,2,5,4,5,5,4,4,3,4,5,5,2,2,2,2,7,7,1,3,4,4,2,6,5,1,5,3,2,3,1,1,2,2,35000,2,1,0,2,0,1,0,0,0,0,0,0,0, ,1,1,1,3,1991,1970,1991,3,1,1,5000,1,3,1,1937,4,1,2,1939,3,1,2,3,1,4,-8,50000,1,2,2,2,4,2,2,4,4,-8,-8,-8,2,3,90,80,80,80,70,80,80,60,60, ,2,2,1,1,4,4,4,4,4
47,2,4,7,22,2015/8/29 20:44,1,1993,1,1,1,3, ,4,2005,50000,1, ,10,0,0,0,0,0,0,0,0,1, ,178,176,3,5,4,1,3,1,1,1,4,5,1,1,5,4,4,5,4,1,1,5,5,1,1,2,2,5,1,6,4,2,4,2,2,3,2,1,3,7,1,3,1,2,1,2,50000,2,3,1,2,0,1,0,0,0,0,0,0,0, ,0,0, ,1, , , , , , , , , , ,1963,6,1,3,1965,3,1,2,2,1,3,2,100000,3,3,4,4,4,4,3,4,2,3,2,4,2,2,60,50,40,60,80,60,60,70,50, ,3,2,1,1,1,4,2,2,4
48,1,4,7,20,2015/10/2 9:39,2,1969,1,1,3,12, ,4,1992,100000,4,2000,70,0,0,0,0,1,0,0,0,0, ,158,118,4,5,5,2,2,1,1,5,5,5,1,1,3,3,5,3,3,4,2,1,4,5,1,2,5,3,7,4,5,3,4,5,7,5,9,1,4,23,1,2,1,2,2,2,200000,3,4,2,1,0,0,0,1,0,0,0,0,0, ,0,1,0,6,1991, , , , , , , , , ,-2,3,1,1,-2,3,1,1,2,3,4,2,200000,3,3,3,3,4,4,3,4,3,3,3,3,2,3,90,60,80,90,90,90,40,80,60, ,3,2,1,1,4,4,4,4,4
49,2,4,7,22,2015/8/30 9:36,2,1925,1,1,1,1, , , ,0,1, ,120,0,0,0,0,0,0,0,1,0, ,152,135,3,1,3,1,1,1,1,1,4,1,1,1,5,5,5,5,3,1,5,5,5,5,5,3,5,1,2,7,1,4,4,5,3,-8,1,4, , , , ,1,2,2,2,200000,6,3,2,1,0,0,1,0,0,0,0,0,0, ,2,2,0,7,1942, , , , , , , , , ,1902,1,1,2,1904,1,1,2,2,1,3,2,10000,5,4,5,3,5,3,5,-8,-8,4,-8,-8,2,5,90,90,70,75,75,70,80,75,70, ,3,8,3,5,5,5,5,1, 
50,1,4,7,21,2015/9/23 16:03,1,1950,1,1,1,13, ,4,2008,60000,4,2009,100,0,1,1,0,0,0,0,0,0, ,178,140,3,3,5,2,1,5,5,5,4,4,5,1,3,2,1,3,4,4,1,3,5,5,1,3,3,4,4,3,4,2,4,4,3,5,1,5, , , , ,2,2,2,2,120000,2,3,1,2,0,1,0,0,0,0,0,0,0, ,1,1,0,3,1978,1952,1978,9,4,2,60000,5, , ,1912,6,4,1,1911,2,1,15,2,1,3,3,100000,2,2,2,2,4,4,2,4,2,2,-8,2,1,3,60,60,60,60,60,60,60,60,60,1,4,2,1,1,1,2,2,4,4
51,1,4,7,21,2015/9/26 10:33,2,1978,1,1,2,9, ,4,1999,0,1, ,128,0,0,0,0,0,0,0,0,1, ,165,114,5,4,4,2,3,2,2,2,4,5,4,1,2,3,4,4,4,3,2,1,4,5,1,3,4,2,7,3,6,4,5,5,3,8,4,5, , , , ,1,1,2,2,200000,6,3,5,1,0,0,1,0,0,0,0,0,0, ,1,1,2,3,2002,1969,2002,6,1,2,200000,1,1,1,1948,3,1,1,1948,6,4,1,1,1,4,1,1000000,5,5,-8,-8,5,5,4,5,4,4,4,4,3,2,70,60,50,75,70,75,70,70,60,3,3,2,1,1,5,5,5,5,4
52,1,4,7,18,2015/10/5 15:16,2,1973,1,1,1,3, ,2, ,36000,1, ,15,0,0,0,0,0,0,0,0,1, ,160,105,3,3,4,1,3,2,2,4,2,1,2,3,5,5,3,3,3,2,3,2,5,5,5,2,2,2,6,6,2,4,4,3,1,3,1,1,3,15,1,3,1,1,2,2,36000,1,2,1,2,0,1,0,0,0,0,0,0,0, ,1,0,1,3,1998,1970,1998,3,1,1,0,3, , ,-2,1,1,2,-2,1,1,2,3,2,-8,3,50000,2,2,5,2,4,2,2,2,2,2,2,2,2,4,90,80,80,80,70,80,70,80,80, ,3,1,1,0,2,4,4,2,2
53,1,4,7,14,2015/9/25 17:27,2,1934,1,1,1,12, ,4,1955,48000,4,1985,56,0,1,0,0,0,0,0,0,0, ,165,118,1,2,4,5,1,5,2,5,5,1,1,1,5,1,1,5,2,5,1,2,5,5,5,4,4,3,5,5,1,4,5,5,4,6,5,5, , , , ,1,1,2,2,48000,1,3,1,2,0,1,0,0,0,0,0,0,0, ,2,1,0,7,1956, , , , , , , , , ,-2,2,1,1,-2,-8,1,16,2,1,5,3,70000,4,4,-8,-8,4,4,4,4,4,4,-8,4,2,4,95,95,95,95,95,95,95,95,95,1,4,3,2,1,1,1,1,5,4
54,1,4,7,20,2015/10/17 11:39,1,1943,1,1,1,6, ,4,1964,60000,1, ,54,0,0,0,0,0,0,0,0,1, ,162,138,3,4,3,5,2,2,2,5,5,1,1,1,4,4,3,3,4,4,1,1,4,1,5,2,4,4,1,1,2,4,4,5,2,5,1,5, , , , ,1,1,2,2,100000,3,3,-1,2,0,1,0,0,0,0,0,0,0, ,0,2,0,3,1967,1944,1967,6,1,5,40000,5, , ,1900,-8,1,16,1903,1,1,1,2,1,5,2,100000,4,4,4,4,4,4,4,3,2,2,-8,5,2,3,70,70,60,70,70,80,80,80,80,1,6,2,97,97,2,2,2,2,4
55,1,4,7,15,2015/10/1 16:58,1,1958,1,1,1,6, ,4,1976,30000,1, ,57,0,0,0,0,0,1,0,0,0, ,172,130,4,4,5,5,2,3,3,3,5,1,1,2,5,4,3,4,4,4,4,4,5,5,5,2,3,2,4,5,1,3,3,4,4,4,2,1,3,-1,1,3,1,1,2,2,50000,3,2,1,2,0,1,0,0,0,0,0,0,0, ,1,0,0,3,1983,1958,1983,6,1,5,20000,5, , ,-2,1,1,1,1936,1,1,2,3,2,4,2,100000,3,3,3,3,4,3,2,3,2,3,3,3,1,3,60,60,30,20,20,30,30,60,60, ,3,2,1,1,4,4,1,3,4
56,1,4,7,22,2015/8/31 18:23,1,1987,1,1,1,12, ,4,2010,30000,1, ,120,0,0,0,0,0,0,0,0,1, ,188,200,1,4,2,2,3,2,1,2,2,5,3,4,4,4,4,4,4,4,2,5,4,5,1,3,4,2,5,4,2,2,3,2,2,2,2,1,3,5,1,3,1,1,2,2,90000,2,2,1,2,0,1,0,0,0,0,0,0,0, ,0,0, ,1, , , , , , , , , , ,1957,4,1,1,1959,4,1,1,3,2,3,2,120000,3,3,3,3,4,3,2,3,2,2,-8,3,1,2,60,59,59,60,60,59,60,60,60, ,4,2,1,1,4,3,4,5,4
57,1,4,7,21,2015/9/28 15:29,2,1954,1,1,3,6, ,4,1992,70000,1, ,88,0,0,0,0,0,0,0,1,0, ,150,100,4,3,5,5,2,4,3,5,5,4,1,1,5,5,1,4,2,3,1,1,5,5,1,3,5,4,7,3,1,1,4,1,1,1,1,5, , , , ,1,1,2,2,140000,3,2,1,2,0,1,0,0,0,0,0,0,0, ,0,1,0,3,1982,1954,1982,6,1,5,36000,5, , ,1916,4,1,16,1927,4,1,1,3,2,5,2,100000,4,2,-8,-8,4,4,2,2,1,3,2,4,2,1,40,80,50,60,60,50,40,60,80,4,4,1,0,1,2,4,4,5,4
58,1,4,7,16,2015/10/17 17:54,2,1982,1,1,1,13, ,4,2008,60000,4,2003,93,0,0,0,0,0,1,0,0,0, ,162,104,4,5,5,2,2,2,2,2,2,5,2,4,5,4,4,5,4,4,2,4,5,4,1,2,3,3,5,5,1,3,4,5,5,5,5,1,3,7,1,3,1,1,2,2,120000,4,3,1,1,0,1,0,0,0,0,0,0,0, ,0,1,1,3,2011,1982,2011,12,4,6,60000,1,3,1,1955,7,4,1,1955,6,1,1,2,2,3,3,10000,4,3,3,3,5,4,3,4,3,3,-8,3,3,2,50,60,50,70,80,50,50,70,70, ,6,1,97,97,3,2,4,4,4
59,1,4,7,18,2015/10/5 14:21,1,1981,1,1,1,6, ,4,1998,60000,1, ,30,0,1,0,0,0,0,0,0,0, ,170,150,5,5,5,1,3,1,1,1,5,5,1,1,4,2,5,4,3,3,2,3,3,5,1,3,4,4,3,3,3,3,3,4,3,6,4,1,4,-1,1,2,1,1,2,2,100000,4,3,3,2,0,0,1,0,0,0,0,0,0, ,1,1,2,3,2010,1980,2010,4,1,1,40000,1,4,1,-2,4,1,2,-2,3,1,2,2,1,4,3,200000,4,3,3,3,3,3,2,2,2,3,-8,3,1,4,90,80,60,80,70,80,70,90,80, ,6,1,97,97,2,2,4,4,4
60,1,4,7,22,2015/8/31 16:57,2,1975,1,1,2,13, ,4,1999,0,4,1998,65,0,0,0,0,0,0,0,0,1, ,160,160,4,3,4,2,2,2,2,3,4,5,4,2,3,4,3,4,4,4,3,2,5,4,1,2,4,3,5,5,5,2,4,4,5,6,3,5, , , , ,1,1,1,2,-3,2,3,1,1,0,1,0,0,0,0,0,0,0, ,1,0,0,3,2015,1966,2015,12,1,4,-3,1,3,1,1930,3,4,1,1937,4,1,1,3,2,3,-8,-3,4,4,4,4,4,4,4,5,4,4,4,4,3,2,60,40,60,50,60,60,80,80,70,3,4,2,1,1,4,3,2,4,4
61,1,4,7,19,2015/10/2 15:03,1,1957,1,1,1,4, ,4,1973,24000,4,1979,103,0,1,0,0,0,0,0,0,0, ,173,160,4,5,5,2,1,2,2,3,5,3,1,1,5,2,1,4,3,4,3,1,5,5,2,3,4,1,1,5,1,1,3,4,4,4,2,5, , , , ,1,1,2,2,50000,2,2,1,2,0,0,1,0,0,0,0,0,0, ,0,1,0,3,1981,1961,1981,4,1,2,24000,5, , ,1927,1,1,1,1933,1,1,15,3,2,2,4,50000,5,4,5,5,5,5,4,5,3,4,-8,4,1,5,100,90,100,80,80,90,-2,100,80,1,4,1,97,97,1,1,3,5,4
62,1,4,7,18,2015/10/3 11:17,2,1952,1,1,1,4, ,4,-2,25000,1, ,60,0,1,0,0,0,0,0,0,0, ,158,170,2,3,4,2,1,1,1,1,5,1,1,1,4,3,5,4,4,5,5,2,5,5,5,2,5,1,7,7,2,4,4,5,3,7,1,5, , , , ,2,1,2,2,120000,5,2,1,1,0,1,0,0,0,0,0,0,0, ,0,1,0,3,1978,1947,1978,7,4,2,40000,1,3,1,-2,1,1,2,-2,1,1,2,2,1,4,3,100000,4,4,4,4,5,4,4,5,-8,4,-8,4,1,5,80,80,60,80,70,70,70,80,80,1,3,2,1,1,4,4,4,5,4
63,1,4,7,20,2015/10/1 10:29,1,1994,1,1,1,5, ,4,-2,30000,2, ,50,0,0,0,0,0,0,0,1,0, ,172,110,3,5,5,2,1,3,3,3,3,3,1,2,4,5,2,5,4,4,1,1,5,5,2,1,3,3, , ,2,4,5,5,2,5,2,1,8,2,2,4,1,-8,2,2,50000,1,3,1,2,0,1,0,0,0,0,0,0,0, ,0,0, ,1, , , , , , , , , , ,1960,-8,1,2,1965,1,1,2,2,2,4,2,-2,5,5,5,5,5,5,3,5,4,5,-8,5,3,3,80,70,60,80,70,70,70,-2,-2, ,5,-2,-2,-2,4,3,3,3,4
64,1,4,7,19,2015/10/17 10:05,2,1990,1,1,1,12, ,4,2014,-2,4,2012,90,0,0,0,0,0,0,0,0,1, ,167,120,5,5,4,1,3,2,4,1,4,5,5,2,4,4,3,4,3,3,2,3,5,5,1,3,4,3,7,3,2,4,4,4,3,8,6,1,3,2,1,2,1,1,2,2,300000,8,4,3,1,0,1,0,0,0,0,0,0,0, ,0,0, ,1, , , , , , , , , , ,1966,4,1,9,1965,4,1,1,2,1,4,2,200000,4,4,4,4,4,4,4,4,4,4,4,4,3,3,60,60,40,60,70,70,65,70,70, ,4,1,1,0,2,2,1,4,4
65,1,4,7,21,2015/9/23 14:11,2,1982,4,0,3,9, ,4,2002,70000,1, ,102,0,0,0,0,0,1,0,0,0, ,165,138,3,4,2,5,1,1,3,1,3,5,3,1,4,2,4,5,4,4,5,5,4,4,1,4,4,4,7,3,1,3,4,4,1,7,1,1,3,13,1,2,1,1,1,2,-2,5,3,1,1,0,0,1,0,0,0,0,0,0, ,1,0,0,3,2008,1980,2008,5,1,5,50000,1,3,1,-2,-8,-8,-8,1957,4,1,1,2,1,5,2,120000,3,1,1,1,4,5,1,4,1,1,1,1,1,2,100,50,50,50,50,50,0,70,70, ,3,1,0,1,1,1,1,5,4
66,1,4,7,15,2015/10/2 14:37,1,1941,1,1,1,7, ,4,1958,40000,4,1965,69.19999695,0,1,0,0,0,0,0,0,0, ,172,140,4,4,4,5,3,2,2,2,5,1,1,1,5,4,4,4,3,2,4,1,4,5,5,2,4,2,2,2,1,2,4,1,1,1,1,5, , , , ,1,1,2,2,50000,4,3,1,2,0,1,0,0,0,0,0,0,0, ,3,1,0,7,1958, , , , , , , , , ,-2,1,1,16,1932,1,1,15,2,2,3,3,-2,4,2,4,3,4,4,2,4,4,3,3,3,1,3,-2,40,50,50,40,40,40,60,70,1,4,2,1,1,5,5,4,2,4
67,1,4,7,20,2015/10/17 17:07,1,1973,3,1,1,13, ,4,2008,150000,4,1996,62,0,0,0,0,0,0,0,0,1, ,170,140,4,3,4,5,1,2,2,2,3,5,1,1,3,3,1,3,4,3,1,2,5,5,1,4,5,4,3,3,4,4,4,6,6,6,5,1,3,10,1,2,1,-1,2,-1,200000,3,3,1,2,0,0,1,0,0,0,0,0,0, ,1,0,1,3,2000,1974,2000,13,1,5,50000,1,5,2,1940,1,1,13,1950,1,1,2,2,2,3,2,200000,3,3,3,3,4,4,3,4,4,4,3,3,3,3,60,60,60,60,60,60,60,60,60, ,-8,2,1,1,4,2,3,3,4
68,1,4,7,20,2015/10/17 13:53,2,1977,1,1,1,10, ,4,2000,100000,1, ,30,0,0,0,0,0,0,0,0,1, ,160,135,4,4,4,2,3,2,2,2,3,4,1,1,5,2,2,4,3,3,1,1,4,4,1,4,4,4,2,3,1,3,4,6,4,7,5,1,1,10,2,2,1,1,1,2,200000,4,3,1,1,0,0,1,1,0,0,0,0,0, ,1,1,2,3,2004,1977,2004,10,1,2,100000,1,3,1,1959,4,1,1,1953,3,1,2,2,1,3,2,100000,4,4,-8,-8,5,5,2,4,2,3,-8,4,1,4,60,40,0,60,60,60,60,60,60, ,2,2,1,1,2,2,2,4,4
69,1,4,7,21,2015/9/24 15:27,1,1968,1,1,1,4, ,4,1981,110000,1, ,8,0,0,0,0,0,0,0,0,1, ,163,130,3,3,2,5,3,2,3,1,4,3,1,1,4,2,2,5,3,3,3,1,5,5,2,2,3,1,3,2,1,4,4,3,2,5,1,1,6,13,1,3,1,1,1,2,160000,4,3,2,2,0,0,1,0,0,0,0,0,0, ,1,1,1,3,1995,1972,1995,4,1,5,0,5, , ,1940,2,1,1,1940,2,1,1,3,2,4,2,200000,3,2,-8,-8,5,4,3,4,4,3,-8,4,1,3,80,90,70,70,70,70,80,80,80, ,2,2,1,1,4,1,1,1,4
70,1,4,7,20,2015/10/17 15:51,1,1953,1,1,1,3, ,2, ,24000,1, ,10,0,0,0,0,0,0,0,0,1, ,175,140,3,3,5,1,3,1,1,1,4,1,1,1,5,3,5,5,5,5,5,5,5,5,5,1,3,1, , ,1,4,4,5,5,5,4,5, , , , ,1,1,2,2,24000,2,1,1,2,0,1,0,0,0,0,0,0,0, ,1,0,0,3,1979,1955,1979,3,1,1,0,5, , ,1913,2,1,1,1931,1,1,2,3,2,3,2,30000,5,4,-8,-8,3,4,3,-8,5,-8,-8,-8,4,1,60,80,80,70,70,80,80,70,70,1,3,2,1,1,2,3,2,4,2
71,1,4,7,14,2015/10/1 11:05,1,1990,4,0,3,10, ,4,2013,80000,1, ,60,1,0,0,0,0,0,0,0,0, ,175,170,4,5,5,2,2,1,2,4,2,5,1,4,4,4,4,4,4,4,4,4,5,5,1,2,3,3,7,4,3,3,4,4,1,5,1,5, , , , ,1,1,2,2,200000,3,3,1,1,0,1,0,0,0,0,0,0,0, ,0,0, ,1, , , , , , , , , , ,1972,10,4,1,1974,10,4,1,2,2,4,-8,100000,4,4,4,4,5,4,4,4,3,4,4,5,4,2,50,50,30,50,50,50,60,60,60,1,6,0,0,0,3,3,4,5,4
72,1,4,7,19,2015/10/24 17:37,2,1987,2,1,1,4, ,4,-2,50000,1, ,8,0,0,0,0,0,0,0,0,1, ,161,110,5,5,5,1,3,1,1,1,1,5,1,1,3,4,5,4,5,3,4,4,5,5,1,3,5,3,7,7,1,2,3,3,6,6,3,1,3,8,2,2,2,2,2,2,50000,1,1,0,2,0,1,0,0,0,0,0,0,0, ,0,0, ,1, , , , , , , , , , ,1963,3,1,2,1963,4,1,2,2,2,4,2,300000,4,3,5,4,3,1,3,4,4,4,4,4,3,2,90,40,70,50,40,30,70,40,90, ,6,2,1,1,4,2,4,5,4
73,1,4,7,20,2015/10/1 14:57,2,1962,1,1,1,7, ,4,1988,30000,1, ,79,0,0,0,0,0,0,0,0,1, ,156,100,3,5,4,2,2,3,2,2,4,2,2,1,4,4,3,4,4,4,3,1,4,4,3,3,5,2,3,6,4,4,4,5,5,5,4,5, , , , ,2,1,2,2,140000,3,3,0,1,0,1,0,0,0,0,0,0,0, ,1,0,0,3,1988,1962,1988,13,4,2,100000,5, , ,1939,4,4,1,1938,4,1,1,2,2,3,2,50000,4,4,4,4,4,4,4,5,4,4,-8,4,2,3,85,90,60,90,90,90,90,90,90,3,5,2,1,1,3,1,1,5,4
74,1,4,7,16,2015/9/27 11:21,2,1996,1,0,1,9, ,1,2014,0,2, ,50,0,0,0,0,0,0,0,0,1, ,160,112,3,4,4,1,3,2,3,1,2,4,4,1,3,3,2,4,4,3,1,3,5,3,1,2,3,2,6,3,6,3,4,3,1,8,1,1,8,1,2,3,1,2,2,2,0,1,1,0,2,0,1,0,0,0,0,0,0,0, ,0,0, ,1, , , , , , , , , , ,1972,3,1,10,1975,4,1,15,2,1,2,3,130000,4,3,3,3,4,4,3,4,3,3,-8,3,2,2,70,70,60,70,60,70,50,70,70, ,5,2,1,1,1,1,1,5,1
75,1,4,7,19,2015/10/17 9:54,1,1972,1,1,1,12, ,4,1995,180000,1, ,110,0,1,0,0,0,0,0,0,0, ,165,130,5,4,5,2,3,2,2,1,3,5,1,2,3,4,1,4,3,3,1,5,5,5,1,3,4,4,7,7,3,3,4,5,5,6,5,1,3,20,1,2,1,1,2,2,200000,3,3,1,1,0,1,0,0,0,0,0,0,0, ,0,1,1,3,2000,1971,2000,10,1,2,0,5, , ,1942,7,4,1,1944,7,4,1,2,2,3,3,1000000,5,4,5,4,5,4,3,4,2,4,-8,4,2,5,60,50,50,80,50,50,50,50,80, ,3,1,97,97,3,3,3,3,4
76,1,4,7,19,2015/10/2 16:53,1,1954,1,1,1,4, ,4,1970,24000,4,1984,97,0,0,0,0,0,0,0,0,1, ,170,156,5,5,5,5,3,3,2,4,4,2,2,1,4,2,2,4,3,3,2,2,4,4,2,2,4,2,6,3,2,3,4,5,4,5,6,5, , , , ,1,2,2,2,180000,5,3,1,2,0,1,0,0,0,0,0,0,0, ,1,0,0,3,1979,1954,1979,4,1,5,20000,5, , ,-2,3,4,4,-2,2,1,15,3,2,4,-8,-2,4,3,3,3,5,4,3,4,4,4,3,4,3,3,60,50,50,60,50,60,60,60,60, ,6,2,1,1,2,2,4,3,4
77,1,4,7,20,2015/10/17 14:24,1,1962,1,1,1,10, ,4,1989,50000,1, ,70,0,0,1,0,0,0,0,0,0, ,170,138,4,5,3,5,2,4,2,4,4,2,3,1,4,3,1,4,4,4,3,1,2,3,3,2,3,3,3,4,1,3,4,5,3,5,2,1,4,25,1,2,1,1,1,1,-3,3,-8,-3,1,0,0,1,1,0,0,0,0,0, ,0,1,0,3,1987,1962,-3,12,4,5,-3,1,4,1,-3,2,4,-8,-3,2,4,-8,2,2,3,3,-3,4,4,2,2,4,4,3,4,2,2,-8,4,2,5,60,60,50,60,60,60,40,60,60, ,-8,3,1,2,3,3,4,4,4
78,1,4,7,21,2015/9/28 15:55,1,1985,1,1,1,6, ,4,2002,100000,1, ,10,0,0,0,0,0,0,0,0,1, ,178,140,3,4,5,1,3,4,2,1,1,5,5,5,3,4,2,5,4,2,1,2,5,5,1,2,4,2,3,2,2,4,5,3,3,5,6,1,3,11,1,4,1,1,2,2,500000,1,3,2,2,0,0,1,0,0,0,0,0,0, ,0,0, ,1, , , , , , , , , , ,1963,6,4,2,1965,4,1,2,2,2,3,2,200000,4,4,5,5,5,5,2,5,3,3,-8,-8,-8,5,80,80,60,90,90,60,90,50,80, ,5,2,97,97,3,2,4,2,4
79,1,4,7,14,2015/10/6 14:54,1,1985,1,1,1,4, ,4,2002,36000,1, ,10,0,0,0,0,0,0,0,0,1, ,175,150,4,5,5,1,3,2,2,3,4,3,1,1,5,4,4,5,4,4,4,2,4,4,2,3,3,3,7,6,1,2,2,1,1,5,1,1,3,3,1,3,1,2,2,2,80000,1,1,1,2,0,1,0,0,0,0,0,0,0, ,1,1,2,3,2007,1985,2007,4,1,1,36000,1,3,1,1963,4,1,2,1962,4,1,2,3,2,5,3,72000,2,2,2,2,4,4,4,4,2,3,3,3,1,2,60,60,50,60,60,50,70,60,60, ,4,2,1,1,4,4,4,2,4
80,1,4,7,17,2015/10/4 17:52,1,1943,1,1,1,12, ,4,1967,80000,4,1985,95,0,1,0,0,0,0,0,0,0, ,180,140,3,5,5,5,1,1,1,5,5,5,1,1,5,2,5,5,2,4,2,4,4,3,1,4,5,3,3,4,2,3,4,3,2,6,1,5, , , , ,2,2,2,2,90000,2,2,1,2,0,1,0,0,0,0,0,0,0, ,1,1,0,3,1967,1940,1967,7,4,5,5000,5, , ,1922,2,1,-8,1923,1,1,1,1,2,4,2,90000,-8,-8,-8,-8,5,5,3,5,2,-8,-8,5,1,4,80,70,60,50,50,60,80,-3,-2,6,4,2,1,1,2,2,2,4,4
81,1,4,7,15,2015/10/6 14:19,2,1963,1,0,9,4, ,4,1979,20000,1, ,10,0,0,0,0,0,0,0,0,1, ,165,126,3,5,5,1,3,1,1,4,5,1,1,1,5,5,5,5,3,5,5,5,5,2,5,4,4,1,1,7,1,4,5,4,5,4,2,1,5,18,1,3,-8,-8,2,2,60000,2,3,2,2,0,1,0,0,0,0,0,0,0, ,1,0,0,3,1982,1958,1982,4,1,1,40000,1,5,1,1939,-8,1,2,-2,-8,1,16,1,2,5,2,100000,4,4,4,3,3,2,2,-8,5,-8,4,-8,3,4,-2,100,-2,100,100,100,100,50,0, ,2,2,97,97,2,3,3,2,4
